#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
11 PULL 1 F 0 NONE 2.36813 13.1401 13.1401 -40.655 -40.655 -64.6174 14.9669
11 PULL 1 F 1 NONE 2.47832 13.1875 13.1875 -40.6114 -40.6114 -63.891 15.409
11 PULL 1 F 2 NONE 2.38597 13.2284 13.2284 -40.6471 -40.6471 -64.0557 14.8306
11 PULL 1 F 3 NONE 2.46561 13.1877 13.1877 -40.6384 -40.6384 -63.4333 13.8384
11 PULL 1 F 4 NONE 2.40363 13.1652 13.1652 -40.5716 -40.5716 -63.4865 14.6977
12 PULL 1 B 0 NONE 2.99717 13.1015 13.1015 -41.631 -41.631 -63.8502 13.0301
12 PULL 1 B 1 NONE 2.88952 13.1228 13.1228 -41.6413 -41.6413 -63.3932 12.2095
12 PULL 1 B 2 NONE 2.97578 13.1057 13.1057 -41.616 -41.616 -63.3701 13.1386
12 PULL 1 B 3 NONE 3.02649 13.2262 13.2262 -41.4268 -41.4268 -62.9131 12.6721
12 PULL 1 B 4 NONE 2.94793 13.1948 13.1948 -41.298 -41.298 -62.7666 12.7438
13 PULL 1 C 0 NONE 3.20004 13.2879 13.2879 -41.8082 -41.8082 -64.2212 14.0136
13 PULL 1 C 1 NONE 3.24494 13.2979 13.2979 -41.8028 -41.8028 -64.0403 14.7904
13 PULL 1 C 2 NONE 3.29112 13.326 13.326 -41.7873 -41.7873 -63.9467 15.5895
13 PULL 1 C 3 NONE 3.09451 13.3075 13.3075 -41.7102 -41.7102 -64.5794 14.5453
13 PULL 1 C 4 NONE 3.14298 13.2313 13.2313 -41.694 -41.694 -64.2894 13.914
14 PULL 1 A 0 NONE 3.07651 13.3001 13.3001 -41.1928 -41.1928 -64.387 22.4003
14 PULL 1 A 1 NONE 3.0849 13.2984 13.2984 -40.9356 -40.9356 -64.4806 22.3229
14 PULL 1 A 2 NONE 3.10258 13.4045 13.4045 -40.9938 -40.9938 -64.078 22.5996
14 PULL 1 A 3 NONE 2.9035 13.3822 13.3822 -40.8567 -40.8567 -64.7607 22.8247
14 PULL 1 A 4 NONE 2.97032 13.2732 13.2732 -41.0348 -41.0348 -64.7925 22.6847
15 PULL 1 E 0 NONE 2.76805 13.1762 13.1762 -39.6671 -39.6671 -64.5167 20.5519
15 PULL 1 E 1 NONE 2.81567 13.1477 13.1477 -39.8044 -39.8044 -64.4953 21.5816
15 PULL 1 E 2 NONE 2.68678 12.9798 12.9798 -39.6154 -39.6154 -64.2676 21.4035
15 PULL 1 E 3 NONE 2.69886 13.0553 13.0553 -39.723 -39.723 -65.1324 21.4475
15 PULL 1 E 4 NONE 2.81074 12.9206 12.9206 -39.649 -39.649 -65.1262 21.0258
16 PULL 1 C 0 NONE 2.48125 13.0946 13.0946 -39.2126 -39.2126 -65.0882 32.4649
16 PULL 1 C 1 NONE 2.51006 13.0255 13.0255 -39.3503 -39.3503 -64.498 32.305
16 PULL 1 C 2 NONE 2.49798 13.0095 13.0095 -39.2945 -39.2945 -64.9598 32.9268
16 PULL 1 C 3 NONE 2.53729 12.958 12.958 -39.2778 -39.2778 -65.4935 33.3471
16 PULL 1 C 4 NONE 2.48366 12.9367 12.9367 -39.2261 -39.2261 -64.4992 32.4277
17 PULL 1 A 0 NONE 2.25262 13.1539 13.1539 -38.2939 -38.2939 -65.6791 38.9115
17 PULL 1 A 1 NONE 2.27235 13.1761 13.1761 -38.4777 -38.4777 -64.7815 39.468
17 PULL 1 A 2 NONE 2.31588 13.0928 13.0928 -38.4853 -38.4853 -65.355 38.1644
17 PULL 1 A 3 NONE 2.324 12.9824 12.9824 -38.604 -38.604 -65.2951 37.454
17 PULL 1 A 4 NONE 2.20957 13.1319 13.1319 -38.4287 -38.4287 -65.4567 37.7879
18 PULL 1 E 0 NONE 2.35683 13.0306 13.0306 -37.2952 -37.2952 -65.1499 43.0896
18 PULL 1 E 1 NONE 2.38965 12.9983 12.9983 -37.2907 -37.2907 -64.8148 41.9083
18 PULL 1 E 2 NONE 2.23394 13.1177 13.1177 -37.5368 -37.5368 -64.7655 42.274
18 PULL 1 E 3 NONE 2.11115 13.1581 13.1581 -37.5396 -37.5396 -65.1754 43.3037
18 PULL 1 E 4 NONE 2.23261 13.1123 13.1123 -37.4626 -37.4626 -65.2865 43.3529
19 PULL 1 B 0 NONE 2.33533 13.1203 13.1203 -38.9143 -38.9143 -63.6967 47.6471
19 PULL 1 B 1 NONE 2.29042 13.104 13.104 -38.7206 -38.7206 -63.6133 48.5186
19 PULL 1 B 2 NONE 2.33734 13.0487 13.0487 -38.567 -38.567 -63.8167 49.3783
19 PULL 1 B 3 NONE 2.29174 13.0983 13.0983 -38.5369 -38.5369 -64.4629 50.1818
19 PULL 1 B 4 NONE 2.22228 13.1931 13.1931 -38.3203 -38.3203 -64.8311 51.5626
20 PULL 1 C 0 NONE 2.51924 13.052 13.052 -38.4832 -38.4832 -62.3198 47.888
20 PULL 1 C 1 NONE 2.47219 13.0104 13.0104 -38.2761 -38.2761 -61.3574 47.1429
20 PULL 1 C 2 NONE 2.50439 13.1109 13.1109 -38.3707 -38.3707 -61.2273 47.7236
20 PULL 1 C 3 NONE 2.32738 13.1958 13.1958 -38.372 -38.372 -62.3572 48.6821
20 PULL 1 C 4 NONE 2.39005 13.0685 13.0685 -38.2467 -38.2467 -63.5152 47.4608
21 PULL 1 E 0 NONE 2.75682 13.1255 13.1255 -38.1828 -38.1828 -64.0225 40.614
21 PULL 1 E 1 NONE 2.68743 13.1277 13.1277 -38.2256 -38.2256 -64.0285 40.4846
21 PULL 1 E 2 NONE 2.56094 12.989 12.989 -38.2387 -38.2387 -64.2121 40.1381
21 PULL 1 E 3 NONE 2.68491 13.0425 13.0425 -38.2181 -38.2181 -64.1536 39.4852
21 PULL 1 E 4 NONE 2.7182 13.0778 13.0778 -38.2225 -38.2225 -64.0074 40.1162
22 PULL 1 D 0 NONE 2.66989 12.9836 12.9836 -37.6433 -37.6433 -64.4325 43.6366
22 PULL 1 D 1 NONE 2.59778 13.005 13.005 -37.578 -37.578 -64.3401 42.0379
22 PULL 1 D 2 NONE 2.55746 13.0324 13.0324 -37.6616 -37.6616 -64.1284 43.3243
22 PULL 1 D 3 NONE 2.65879 13.118 13.118 -37.7288 -37.7288 -64.819 42.7557
22 PULL 1 D 4 NONE 2.72333 12.9646 12.9646 -37.9604 -37.9604 -64.2115 43.6484
23 PULL 1 B 0 NONE 2.78656 13.1889 13.1889 -38.8919 -38.8919 -65.1005 52.3521
23 PULL 1 B 1 NONE 2.87719 13.073 13.073 -38.8526 -38.8526 -64.7855 52.5003
23 PULL 1 B 2 NONE 2.8169 13.1449 13.1449 -38.655 -38.655 -65.0484 53.7195
23 PULL 1 B 3 NONE 2.7652 13.1018 13.1018 -38.7216 -38.7216 -64.837 53.7094
23 PULL 1 B 4 NONE 2.73799 13.131 13.131 -38.7009 -38.7009 -64.5839 54.291
24 PULL 1 F 0 NONE 2.583 13.2833 13.2833 -40.8451 -40.8451 -65.4342 55.4295
24 PULL 1 F 1 NONE 2.67585 13.0143 13.0143 -40.5673 -40.5673 -64.9178 55.6186
24 PULL 1 F 2 NONE 2.6491 13.2109 13.2109 -40.5732 -40.5732 -64.8701 55.9338
24 PULL 1 F 3 NONE 2.72104 13.0963 13.0963 -40.7503 -40.7503 -64.5575 56.3484
24 PULL 1 F 4 NONE 2.71776 13.1093 13.1093 -41.0204 -41.0204 -64.2136 56.3259
25 PULL 1 E 0 NONE 2.58379 13.1255 13.1255 -40.5392 -40.5392 -64.0895 60.6743
25 PULL 1 E 1 NONE 2.62605 13.1817 13.1817 -40.5355 -40.5355 -64.7494 61.0664
25 PULL 1 E 2 NONE 2.58513 13.1939 13.1939 -40.4593 -40.4593 -64.6123 61.4223
25 PULL 1 E 3 NONE 2.44205 13.1522 13.1522 -40.4345 -40.4345 -64.6491 61.4795
25 PULL 1 E 4 NONE 2.45393 13.1638 13.1638 -40.3173 -40.3173 -63.9517 60.384
26 PULL 1 B 0 NONE 2.33802 13.2327 13.2327 -39.9575 -39.9575 -62.8029 59.4304
26 PULL 1 B 1 NONE 2.40135 13.1749 13.1749 -40.1677 -40.1677 -63.6837 59.52
26 PULL 1 B 2 NONE 2.33809 13.212 13.212 -40.2194 -40.2194 -64.2778 60.2202
26 PULL 1 B 3 NONE 2.38167 13.214 13.214 -40.2535 -40.2535 -63.4313 58.759
26 PULL 1 B 4 NONE 2.34696 13.1902 13.1902 -40.2031 -40.2031 -62.5198 58.0939
27 PULL 1 C 0 NONE 2.37504 13.2053 13.2053 -41.2815 -41.2815 -62.5509 59.6022
27 PULL 1 C 1 NONE 2.44841 13.2621 13.2621 -41.391 -41.391 -63.6213 60.5103
27 PULL 1 C 2 NONE 2.40597 13.274 13.274 -41.2752 -41.2752 -64.3023 60.2015
27 PULL 1 C 3 NONE 2.55321 13.2567 13.2567 -41.2736 -41.2736 -63.3654 58.2326
27 PULL 1 C 4 NONE 2.49935 13.2323 13.2323 -41.4171 -41.4171 -63.5749 56.6678
28 PULL 1 E 0 NONE 2.64009 13.1133 13.1133 -40.7342 -40.7342 -62.9898 52.3959
28 PULL 1 E 1 NONE 2.51513 13.2131 13.2131 -40.7092 -40.7092 -63.163 53.4334
28 PULL 1 E 2 NONE 2.55541 13.1996 13.1996 -40.752 -40.752 -63.0681 52.7251
28 PULL 1 E 3 NONE 2.52793 13.1127 13.1127 -40.7654 -40.7654 -61.5198 54.196
28 PULL 1 E 4 NONE 2.61779 13.2031 13.2031 -40.5941 -40.5941 -62.9905 54.1661
29 PULL 1 B 0 NONE 2.60585 13.0013 13.0013 -39.7642 -39.7642 -61.0078 58.722
29 PULL 1 B 1 NONE 2.57766 13.1656 13.1656 -39.7645 -39.7645 -61.3608 57.1427
29 PULL 1 B 2 NONE 2.51242 13.198 13.198 -39.7838 -39.7838 -62.4618 57.997
29 PULL 1 B 3 NONE 2.62435 13.2038 13.2038 -40.0029 -40.0029 -60.8475 58.1714
29 PULL 1 B 4 NONE 2.52399 13.197 13.197 -39.9503 -39.9503 -61.9265 58.553
30 PULL 1 F 0 NONE 2.1886 13.163 13.163 -40.0614 -40.0614 -63.6678 62.653
30 PULL 1 F 1 NONE 2.1917 13.1302 13.1302 -40.1869 -40.1869 -64.4284 62.3268
30 PULL 1 F 2 NONE 2.17427 13.2792 13.2792 -40.2869 -40.2869 -63.7964 60.4975
30 PULL 1 F 3 NONE 2.35327 13.1636 13.1636 -40.3961 -40.3961 -63.8107 60.0331
30 PULL 1 F 4 NONE 2.46446 13.115 13.115 -40.1732 -40.1732 -63.1256 58.7779
31 PULL 1 B 0 NONE 2.47716 13.0683 13.0683 -39.4408 -39.4408 -64.7203 38.4071
31 PULL 1 B 1 NONE 2.57426 13.1116 13.1116 -39.4237 -39.4237 -64.1432 37.8242
31 PULL 1 B 2 NONE 2.5723 13.0483 13.0483 -39.3665 -39.3665 -64.0957 37.9015
31 PULL 1 B 3 NONE 2.57288 13.1718 13.1718 -39.3052 -39.3052 -64.5848 38.6952
31 PULL 1 B 4 NONE 2.6267 13.2163 13.2163 -39.2321 -39.2321 -64.2356 39.3058
32 PULL 1 D 0 NONE 2.5013 13.3119 13.3119 -40.1885 -40.1885 -64.1404 38.5187
32 PULL 1 D 1 NONE 2.49515 13.1977 13.1977 -40.2146 -40.2146 -64.2143 38.6829
32 PULL 1 D 2 NONE 2.46536 13.3606 13.3606 -40.0986 -40.0986 -64.9288 39.5439
32 PULL 1 D 3 NONE 2.45914 13.2861 13.2861 -39.9198 -39.9198 -64.4967 40.9005
32 PULL 1 D 4 NONE 2.54724 13.1706 13.1706 -40.0957 -40.0957 -64.9581 39.569
33 PULL 1 D 0 NONE 2.52651 13.1832 13.1832 -39.6398 -39.6398 -64.4784 33.6034
33 PULL 1 D 1 NONE 2.43541 13.1837 13.1837 -39.4633 -39.4633 -64.4992 33.276
33 PULL 1 D 2 NONE 2.56446 13.2181 13.2181 -39.3415 -39.3415 -64.7035 32.796
33 PULL 1 D 3 NONE 2.46835 13.1831 13.1831 -39.2955 -39.2955 -64.9962 32.4299
33 PULL 1 D 4 NONE 2.54158 13.0674 13.0674 -39.278 -39.278 -64.6148 31.7472
34 PULL 1 D 0 NONE 2.72187 13.2546 13.2546 -40.3263 -40.3263 -64.1236 30.7995
34 PULL 1 D 1 NONE 2.66456 13.1292 13.1292 -40.2168 -40.2168 -63.9882 30.348
34 PULL 1 D 2 NONE 2.4974 13.135 13.135 -40.0567 -40.0567 -64.4146 29.234
34 PULL 1 D 3 NONE 2.46143 13.1799 13.1799 -40.1125 -40.1125 -64.781 28.6406
34 PULL 1 D 4 NONE 2.51894 13.1505 13.1505 -40.1176 -40.1176 -64.9063 30.0118
35 PULL 1 E 0 NONE 2.579 13.2271 13.2271 -38.8037 -38.8037 -63.6946 35.3539
35 PULL 1 E 1 NONE 2.57227 13.3411 13.3411 -38.9404 -38.9404 -64.6361 36.0817
35 PULL 1 E 2 NONE 2.6245 13.3312 13.3312 -39.0607 -39.0607 -65.1644 34.1533
35 PULL 1 E 3 NONE 2.52107 13.2804 13.2804 -39.1556 -39.1556 -64.6886 34.6646
35 PULL 1 E 4 NONE 2.63209 13.1666 13.1666 -39.2882 -39.2882 -64.0504 34.0093
36 PULL 1 D 0 NONE 2.45837 13.2639 13.2639 -39.3745 -39.3745 -65.2695 32.878
36 PULL 1 D 1 NONE 2.41949 13.2788 13.2788 -39.2873 -39.2873 -64.5173 33.4518
36 PULL 1 D 2 NONE 2.49224 13.252 13.252 -38.9805 -38.9805 -65.1214 32.3194
36 PULL 1 D 3 NONE 2.44167 13.2755 13.2755 -38.7675 -38.7675 -64.7357 31.4175
36 PULL 1 D 4 NONE 2.33973 13.3577 13.3577 -38.662 -38.662 -64.4746 31.6686
37 PULL 1 B 0 NONE 2.4757 13.1642 13.1642 -39.9058 -39.9058 -63.6617 30.9653
37 PULL 1 B 1 NONE 2.31618 13.1349 13.1349 -40.0179 -40.0179 -63.3948 32.0202
37 PULL 1 B 2 NONE 2.41646 13.2199 13.2199 -40.1191 -40.1191 -63.4677 31.9544
37 PULL 1 B 3 NONE 2.41653 13.2293 13.2293 -39.9962 -39.9962 -64.1283 32.0211
37 PULL 1 B 4 NONE 2.51626 13.179 13.179 -40.0364 -40.0364 -63.4304 33.0557
38 PULL 1 F 0 NONE 2.14261 13.212 13.212 -38.1133 -38.1133 -64.8607 36.8574
38 PULL 1 F 1 NONE 2.15547 13.2322 13.2322 -38.1032 -38.1032 -65.1835 36.1582
38 PULL 1 F 2 NONE 2.1728 13.0798 13.0798 -37.8786 -37.8786 -65.0493 36.6347
38 PULL 1 F 3 NONE 2.21267 13.1777 13.1777 -37.8195 -37.8195 -65.3539 36.0498
38 PULL 1 F 4 NONE 2.34769 13.0228 13.0228 -37.7116 -37.7116 -64.6095 36.1634
39 PULL 1 D 0 NONE 2.7448 13.1058 13.1058 -37.1559 -37.1559 -64.6501 25.7372
39 PULL 1 D 1 NONE 2.69939 13.1359 13.1359 -37.1404 -37.1404 -64.3598 24.5996
39 PULL 1 D 2 NONE 2.64311 13.1569 13.1569 -37.0497 -37.0497 -63.5978 23.4543
39 PULL 1 D 3 NONE 2.51746 13.2095 13.2095 -37.1887 -37.1887 -65.1082 22.8068
39 PULL 1 D 4 NONE 2.55321 13.1753 13.1753 -37.2777 -37.2777 -63.8594 22.0032
40 PULL 1 A 0 NONE 2.63725 13.09 13.09 -36.8668 -36.8668 -64.6058 16.8656
40 PULL 1 A 1 NONE 2.61576 13.1 13.1 -36.9191 -36.9191 -64.9376 17.2085
40 PULL 1 A 2 NONE 2.62093 13.1146 13.1146 -36.8461 -36.8461 -64.8479 17.1669
40 PULL 1 A 3 NONE 2.64879 13.0477 13.0477 -36.8409 -36.8409 -64.0119 17.7622
40 PULL 1 A 4 NONE 2.65241 13.0759 13.0759 -36.703 -36.703 -64.3374 16.6004
41 PULL 1 D 0 NONE 2.50422 13.1106 13.1106 -36.9624 -36.9624 -64.5386 23.5581
41 PULL 1 D 1 NONE 2.46118 13.1993 13.1993 -36.8313 -36.8313 -64.7885 25.0537
41 PULL 1 D 2 NONE 2.53447 13.1341 13.1341 -36.8873 -36.8873 -64.6245 24.6945
41 PULL 1 D 3 NONE 2.4184 13.1776 13.1776 -36.7644 -36.7644 -64.4193 25.5191
41 PULL 1 D 4 NONE 2.48815 13.1552 13.1552 -36.7571 -36.7571 -64.4445 24.9329
42 PULL 1 A 0 NONE 2.73238 12.9375 12.9375 -36.3728 -36.3728 -64.74 25.8611
42 PULL 1 A 1 NONE 2.80706 13.036 13.036 -36.3633 -36.3633 -65.0203 25.7045
42 PULL 1 A 2 NONE 2.8394 13.0052 13.0052 -36.3971 -36.3971 -64.6098 27.3666
42 PULL 1 A 3 NONE 2.84509 13.0194 13.0194 -36.5017 -36.5017 -65.3738 26.7041
42 PULL 1 A 4 NONE 2.95001 13.0193 13.0193 -36.6629 -36.6629 -65.5756 26.4925
43 PULL 1 A 0 NONE 2.88539 13.0195 13.0195 -34.242 -34.242 -64.3635 29.0315
43 PULL 1 A 1 NONE 2.97702 13.0169 13.0169 -34.3416 -34.3416 -63.169 28.7168
43 PULL 1 A 2 NONE 2.98794 13.0337 13.0337 -34.1982 -34.1982 -63.314 29.1223
43 PULL 1 A 3 NONE 2.96258 13.0712 13.0712 -34.3014 -34.3014 -63.2133 29.9231
43 PULL 1 A 4 NONE 3.01809 12.9994 12.9994 -34.4079 -34.4079 -63.8416 29.4059
44 PULL 1 A 0 NONE 2.70121 12.9437 12.9437 -33.5726 -33.5726 -64.005 37.7681
44 PULL 1 A 1 NONE 2.70197 12.9622 12.9622 -33.4629 -33.4629 -64.2774 37.8803
44 PULL 1 A 2 NONE 2.81261 12.8635 12.8635 -33.248 -33.248 -64.2821 37.6951
44 PULL 1 A 3 NONE 2.79109 13.0196 13.0196 -33.3495 -33.3495 -64.7373 39.4425
44 PULL 1 A 4 NONE 2.85504 12.9064 12.9064 -33.2287 -33.2287 -64.6463 40.2808
45 PULL 1 E 0 NONE 2.84 13.0946 13.0946 -34.0817 -34.0817 -65.0285 37.7087
45 PULL 1 E 1 NONE 2.79573 13.0723 13.0723 -34.0513 -34.0513 -65.2285 36.8483
45 PULL 1 E 2 NONE 2.81552 13.1411 13.1411 -34.0717 -34.0717 -64.3936 36.762
45 PULL 1 E 3 NONE 2.76926 13.0544 13.0544 -34.1746 -34.1746 -64.3803 35.6819
45 PULL 1 E 4 NONE 2.79203 13.1417 13.1417 -33.9334 -33.9334 -64.3287 36.0521
46 PULL 1 A 0 NONE 3.10405 13.1696 13.1696 -33.9911 -33.9911 -65.2533 43.3154
46 PULL 1 A 1 NONE 3.07799 13.1446 13.1446 -34.017 -34.017 -65.1294 41.5917
46 PULL 1 A 2 NONE 3.1628 13.103 13.103 -34.1779 -34.1779 -64.8029 40.5955
46 PULL 1 A 3 NONE 2.98597 13.0135 13.0135 -34.1354 -34.1354 -65.0442 40.4017
46 PULL 1 A 4 NONE 2.98134 13.1426 13.1426 -34.0612 -34.0612 -64.8365 39.7259
47 PULL 1 A 0 NONE 3.56332 12.7954 12.7954 -33.2842 -33.2842 -64.6577 55.9082
47 PULL 1 A 1 NONE 3.65057 12.7319 12.7319 -33.3539 -33.3539 -64.1353 56.8781
47 PULL 1 A 2 NONE 3.68648 12.8106 12.8106 -33.356 -33.356 -64.495 57.259
47 PULL 1 A 3 NONE 3.73544 12.7404 12.7404 -33.3873 -33.3873 -64.2745 56.3538
47 PULL 1 A 4 NONE 3.70385 12.7284 12.7284 -33.4727 -33.4727 -64.2728 57.3021
48 PULL 1 F 0 NONE 3.07819 12.9708 12.9708 -33.3557 -33.3557 -64.871 54.397
48 PULL 1 F 1 NONE 3.1494 12.9499 12.9499 -33.014 -33.014 -64.9415 54.412
48 PULL 1 F 2 NONE 3.11871 13.0453 13.0453 -33.0964 -33.0964 -64.9552 53.7702
48 PULL 1 F 3 NONE 3.19484 12.9819 12.9819 -33.2648 -33.2648 -64.3884 52.7196
48 PULL 1 F 4 NONE 3.17819 13.0036 13.0036 -33.1767 -33.1767 -63.7601 52.2118
49 PULL 1 C 0 NONE 3.26594 12.9347 12.9347 -32.9661 -32.9661 -63.925 54.8454
49 PULL 1 C 1 NONE 3.02774 12.9821 12.9821 -33.0459 -33.0459 -63.879 54.4367
49 PULL 1 C 2 NONE 3.01 12.9768 12.9768 -33.4079 -33.4079 -63.9703 55.1599
49 PULL 1 C 3 NONE 2.95322 13.0718 13.0718 -33.3261 -33.3261 -64.0972 53.1215
49 PULL 1 C 4 NONE 2.99711 13.001 13.001 -33.0787 -33.0787 -64.4363 52.6289
50 PULL 1 B 0 NONE 2.71017 12.9975 12.9975 -34.0369 -34.0369 -63.6419 60.0572
50 PULL 1 B 1 NONE 2.80168 13.0048 13.0048 -34.0986 -34.0986 -63.51 60.6102
50 PULL 1 B 2 NONE 2.8366 13.125 13.125 -34.0962 -34.0962 -63.684 60.7729
50 PULL 1 B 3 NONE 2.73849 13.0598 13.0598 -34.0783 -34.0783 -63.1282 59.4755
50 PULL 1 B 4 NONE 2.78544 13.0103 13.0103 -34.272 -34.272 -63.2545 58.7337
51 PULL 1 D 0 NONE 2.50804 13.0373 13.0373 -33.4705 -33.4705 -64.0101 64.0444
51 PULL 1 D 1 NONE 2.53596 13.0973 13.0973 -33.5868 -33.5868 -64.5122 63.1803
51 PULL 1 D 2 NONE 2.60334 13.0615 13.0615 -33.8074 -33.8074 -65.1513 62.6177
51 PULL 1 D 3 NONE 2.581 13.0517 13.0517 -33.8428 -33.8428 -64.657 62.2075
51 PULL 1 D 4 NONE 2.59703 13.1141 13.1141 -33.6228 -33.6228 -64.4491 60.0782
52 PULL 1 B 0 NONE 2.48164 13.0919 13.0919 -34.4347 -34.4347 -64.3391 64.7192
52 PULL 1 B 1 NONE 2.43274 13.1688 13.1688 -34.3425 -34.3425 -64.8942 65.1803
52 PULL 1 B 2 NONE 2.48984 13.0684 13.0684 -34.3604 -34.3604 -64.7087 65.303
52 PULL 1 B 3 NONE 2.45654 13.1407 13.1407 -34.3153 -34.3153 -63.4042 65.3949
