#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
4 PULL 1 A 4 NONE 2.52987 13.1961 13.1961 -42.8667 -42.8667 -64.6161 13.1644
5 PULL 1 B 0 NONE 2.38463 13.1044 13.1044 -42.0467 -42.0467 -64.222 24.175
5 PULL 1 B 1 NONE 2.61602 13.0545 13.0545 -42.0332 -42.0332 -64.275 24.0527
5 PULL 1 B 2 NONE 2.47813 13.1101 13.1101 -41.9171 -41.9171 -64.8341 24.9461
5 PULL 1 B 3 NONE 2.45932 13.1763 13.1763 -41.7576 -41.7576 -64.4435 23.8772
5 PULL 1 B 4 NONE 2.56463 13.1169 13.1169 -41.4729 -41.4729 -63.9043 23.9973
6 PULL 1 C 0 NONE 2.60921 13.0979 13.0979 -41.1005 -41.1005 -64.2411 24.2571
6 PULL 1 C 1 NONE 2.67214 13.1197 13.1197 -41.0573 -41.0573 -64.4242 23.6072
6 PULL 1 C 2 NONE 2.72311 13.162 13.162 -41.1898 -41.1898 -64.447 26.1878
6 PULL 1 C 3 NONE 2.64267 13.1983 13.1983 -41.2145 -41.2145 -64.7551 27.4811
6 PULL 1 C 4 NONE 2.75881 13.2901 13.2901 -41.2706 -41.2706 -64.2355 27.4206
7 PULL 1 F 0 NONE 2.50394 13.1651 13.1651 -40.855 -40.855 -64.8339 27.0901
7 PULL 1 F 1 NONE 2.44857 13.1933 13.1933 -41.0907 -41.0907 -64.8155 27.3423
7 PULL 1 F 2 NONE 2.47021 13.2254 13.2254 -41.178 -41.178 -65.2938 27.9738
7 PULL 1 F 3 NONE 2.62159 13.0089 13.0089 -41.2782 -41.2782 -64.362 27.549
7 PULL 1 F 4 NONE 2.56285 13.0931 13.0931 -41.1993 -41.1993 -65.132 27.6256
8 PULL 1 C 0 NONE 2.35771 13.2773 13.2773 -41.0727 -41.0727 -65.0365 30.8062
8 PULL 1 C 1 NONE 2.46369 13.2357 13.2357 -41.0562 -41.0562 -64.615 30.9579
8 PULL 1 C 2 NONE 2.50444 13.2649 13.2649 -41.0197 -41.0197 -64.8297 30.8232
8 PULL 1 C 3 NONE 2.41987 13.1808 13.1808 -40.9574 -40.9574 -64.5413 30.8345
8 PULL 1 C 4 NONE 2.4374 13.195 13.195 -40.8999 -40.8999 -64.3931 30.1036
9 PULL 1 F 0 NONE 2.3012 13.1493 13.1493 -41.1292 -41.1292 -64.6285 24.653
9 PULL 1 F 1 NONE 2.28781 13.0602 13.0602 -41.1644 -41.1644 -64.6916 24.73
9 PULL 1 F 2 NONE 2.33296 12.9965 12.9965 -41.036 -41.036 -64.4015 26.1504
9 PULL 1 F 3 NONE 2.32478 12.9884 12.9884 -41.0777 -41.0777 -64.1288 28.0672
9 PULL 1 F 4 NONE 2.36848 12.9197 12.9197 -41.097 -41.097 -63.8305 27.0437
10 PULL 1 B 0 NONE 2.04261 13.1331 13.1331 -40.8776 -40.8776 -64.5424 26.9846
10 PULL 1 B 1 NONE 2.08831 13.0863 13.0863 -40.6282 -40.6282 -64.6681 27.4844
10 PULL 1 B 2 NONE 2.1282 13.1187 13.1187 -40.701 -40.701 -64.2494 27.1185
10 PULL 1 B 3 NONE 2.11472 13.1035 13.1035 -40.6677 -40.6677 -64.3919 26.3351
10 PULL 1 B 4 NONE 2.1473 13.1645 13.1645 -40.3234 -40.3234 -64.4778 26.8475
11 PULL 1 A 0 NONE 2.04733 13.1871 13.1871 -39.5265 -39.5265 -64.6119 28.4247
11 PULL 1 A 1 NONE 2.14269 13.1267 13.1267 -39.5765 -39.5765 -64.1007 28.6577
11 PULL 1 A 2 NONE 2.14241 13.1505 13.1505 -39.6874 -39.6874 -64.0181 28.195
11 PULL 1 A 3 NONE 2.04088 13.2062 13.2062 -39.8162 -39.8162 -64.3987 28.7604
11 PULL 1 A 4 NONE 2.16489 13.0466 13.0466 -39.6085 -39.6085 -64.3034 27.8449
12 PULL 1 F 0 NONE 2.30118 13.105 13.105 -40.0875 -40.0875 -65.6392 23.6778
12 PULL 1 F 1 NONE 2.35464 13.0748 13.0748 -39.9926 -39.9926 -64.6513 23.3928
12 PULL 1 F 2 NONE 2.33283 13.0012 13.0012 -39.8822 -39.8822 -64.1264 24.0618
12 PULL 1 F 3 NONE 2.28035 12.9725 12.9725 -40.0199 -40.0199 -64.2289 24.966
12 PULL 1 F 4 NONE 2.22682 13.0269 13.0269 -40.2061 -40.2061 -64.662 25.3078
13 PULL 1 A 0 NONE 2.37124 13.1443 13.1443 -41.6159 -41.6159 -64.9261 27.1086
13 PULL 1 A 1 NONE 2.46262 13.144 13.144 -41.939 -41.939 -64.643 28.7213
13 PULL 1 A 2 NONE 2.37019 13.093 13.093 -41.7796 -41.7796 -65.2844 30.0903
13 PULL 1 A 3 NONE 2.32376 13.0944 13.0944 -41.7461 -41.7461 -64.9823 30.5324
13 PULL 1 A 4 NONE 2.39401 13.1471 13.1471 -41.7445 -41.7445 -64.7757 29.0171
14 PULL 1 E 0 NONE 2.14118 13.209 13.209 -41.1101 -41.1101 -65.1263 36.1984
14 PULL 1 E 1 NONE 2.09699 13.1909 13.1909 -40.8913 -40.8913 -65.0075 36.2942
14 PULL 1 E 2 NONE 2.09463 13.255 13.255 -41.1022 -41.1022 -65.2212 36.8232
14 PULL 1 E 3 NONE 2.07941 13.1911 13.1911 -41.0875 -41.0875 -65.3918 36.5565
14 PULL 1 E 4 NONE 2.03049 13.2302 13.2302 -41.084 -41.084 -65.4711 37.7101
15 PULL 1 D 0 NONE 2.26519 13.2056 13.2056 -40.584 -40.584 -65.8795 31.885
15 PULL 1 D 1 NONE 2.29349 13.2674 13.2674 -40.4834 -40.4834 -65.2387 32.3091
15 PULL 1 D 2 NONE 2.3636 13.2071 13.2071 -40.3658 -40.3658 -64.5268 31.8279
15 PULL 1 D 3 NONE 2.46744 13.2174 13.2174 -40.3903 -40.3903 -65.0201 30.9164
15 PULL 1 D 4 NONE 2.37488 13.133 13.133 -40.2275 -40.2275 -64.6257 29.8955
16 PULL 1 A 0 NONE 2.4098 13.0282 13.0282 -39.3545 -39.3545 -64.9199 26.466
16 PULL 1 A 1 NONE 2.49147 13.0414 13.0414 -39.5955 -39.5955 -64.3055 27.8584
16 PULL 1 A 2 NONE 2.36823 12.979 12.979 -39.7212 -39.7212 -64.0602 29.3651
16 PULL 1 A 3 NONE 2.23425 13.0585 13.0585 -39.9007 -39.9007 -63.8447 28.3659
16 PULL 1 A 4 NONE 2.25599 13.1329 13.1329 -39.859 -39.859 -64.8269 28.2768
17 PULL 1 F 0 NONE 2.38287 13.0461 13.0461 -38.3036 -38.3036 -63.4033 27.7921
17 PULL 1 F 1 NONE 2.27817 13.1172 13.1172 -38.567 -38.567 -63.4582 27.6047
17 PULL 1 F 2 NONE 2.26618 13.2366 13.2366 -38.6927 -38.6927 -64.1923 27.6168
17 PULL 1 F 3 NONE 2.28358 13.1926 13.1926 -38.7849 -38.7849 -64.8813 28.6699
17 PULL 1 F 4 NONE 2.1114 13.2515 13.2515 -38.8133 -38.8133 -64.9217 28.7404
18 PULL 1 F 0 NONE 2.42606 13.2612 13.2612 -38.0967 -38.0967 -65.1983 37.9256
18 PULL 1 F 1 NONE 2.51849 13.2423 13.2423 -38.2127 -38.2127 -65.2631 38.5899
18 PULL 1 F 2 NONE 2.44385 13.4274 13.4274 -38.1091 -38.1091 -66.3646 39.5083
18 PULL 1 F 3 NONE 2.46014 13.4586 13.4586 -38.2803 -38.2803 -66.4719 39.2149
18 PULL 1 F 4 NONE 2.39719 13.5027 13.5027 -38.3455 -38.3455 -66.0156 39.8078
19 PULL 1 A 0 NONE 2.24763 13.3715 13.3715 -38.6332 -38.6332 -65.7375 38.8844
19 PULL 1 A 1 NONE 2.22062 13.3688 13.3688 -38.6666 -38.6666 -65.7767 38.6687
19 PULL 1 A 2 NONE 2.39135 13.3783 13.3783 -38.7551 -38.7551 -65.1416 38.6335
19 PULL 1 A 3 NONE 2.49719 13.3799 13.3799 -38.7837 -38.7837 -65.3033 38.4284
19 PULL 1 A 4 NONE 2.38698 13.2838 13.2838 -38.6693 -38.6693 -65.2163 38.6419
20 PULL 1 C 0 NONE 2.49903 13.2428 13.2428 -37.5661 -37.5661 -64.7442 32.7546
20 PULL 1 C 1 NONE 2.43163 13.1757 13.1757 -37.3386 -37.3386 -64.4844 32.4555
20 PULL 1 C 2 NONE 2.34099 13.1552 13.1552 -37.5305 -37.5305 -64.5594 32.1434
20 PULL 1 C 3 NONE 2.38492 13.2819 13.2819 -37.6964 -37.6964 -64.3827 31.4756
20 PULL 1 C 4 NONE 2.4651 13.1776 13.1776 -37.754 -37.754 -64.5082 31.4531
21 PULL 1 D 0 NONE 2.46035 13.2049 13.2049 -36.9816 -36.9816 -64.0109 26.9536
21 PULL 1 D 1 NONE 2.43839 13.1786 13.1786 -36.9537 -36.9537 -63.7045 26.9406
21 PULL 1 D 2 NONE 2.34132 13.0856 13.0856 -37.0146 -37.0146 -64.1003 26.819
21 PULL 1 D 3 NONE 2.40901 13.0601 13.0601 -36.942 -36.942 -64.5588 27.3021
21 PULL 1 D 4 NONE 2.39573 13.0188 13.0188 -36.858 -36.858 -64.667 27.5438
22 PULL 1 A 0 NONE 2.33253 13.2888 13.2888 -37.3018 -37.3018 -64.2293 25.425
22 PULL 1 A 1 NONE 2.36591 13.1203 13.1203 -37.3901 -37.3901 -64.1929 26.2509
22 PULL 1 A 2 NONE 2.22225 13.1722 13.1722 -37.344 -37.344 -64.1444 25.8444
22 PULL 1 A 3 NONE 2.35985 13.1716 13.1716 -37.5263 -37.5263 -63.4845 25.7933
22 PULL 1 A 4 NONE 2.36033 13.0779 13.0779 -37.4372 -37.4372 -63.7324 26.2524
23 PULL 1 D 0 NONE 2.51274 13.1168 13.1168 -37.3849 -37.3849 -64.5252 27.2558
23 PULL 1 D 1 NONE 2.52635 13.1437 13.1437 -37.1641 -37.1641 -64.0986 28.1669
23 PULL 1 D 2 NONE 2.5045 13.0994 13.0994 -37.1338 -37.1338 -64.2146 28.2908
23 PULL 1 D 3 NONE 2.51518 13.1767 13.1767 -37.0702 -37.0702 -64.0797 28.2646
23 PULL 1 D 4 NONE 2.37005 13.1206 13.1206 -37.396 -37.396 -63.9003 28.838
24 PULL 1 D 0 NONE 2.39536 13.2827 13.2827 -36.8916 -36.8916 -64.5312 35.6391
24 PULL 1 D 1 NONE 2.43658 13.1868 13.1868 -36.8813 -36.8813 -64.2392 36.2471
24 PULL 1 D 2 NONE 2.53923 13.1764 13.1764 -36.8243 -36.8243 -64.548 35.6797
24 PULL 1 D 3 NONE 2.43577 13.2084 13.2084 -36.9592 -36.9592 -63.9864 36.0387
24 PULL 1 D 4 NONE 2.2697 13.2283 13.2283 -37.2482 -37.2482 -63.8515 36.3296
25 PULL 1 E 0 NONE 2.52439 13.1103 13.1103 -37.4788 -37.4788 -64.5951 40.7017
25 PULL 1 E 1 NONE 2.6065 13.0859 13.0859 -37.3754 -37.3754 -64.1246 40.9708
25 PULL 1 E 2 NONE 2.45154 13.102 13.102 -37.3687 -37.3687 -65.1107 40.423
25 PULL 1 E 3 NONE 2.43093 13.114 13.114 -37.266 -37.266 -64.6177 39.8934
25 PULL 1 E 4 NONE 2.43835 13.2492 13.2492 -37.4026 -37.4026 -65.2973 40.3038
26 PULL 1 C 0 NONE 2.36624 13.0796 13.0796 -37.1668 -37.1668 -64.1233 36.4703
26 PULL 1 C 1 NONE 2.37433 13.1334 13.1334 -37.1649 -37.1649 -64.8809 35.7511
26 PULL 1 C 2 NONE 2.38623 13.0196 13.0196 -37.0983 -37.0983 -64.1992 34.4573
26 PULL 1 C 3 NONE 2.47312 13.0054 13.0054 -37.1191 -37.1191 -64.0434 35.3968
26 PULL 1 C 4 NONE 2.46782 13.0501 13.0501 -37.033 -37.033 -64.3503 36.0906
27 PULL 1 E 0 NONE 2.25351 13.1141 13.1141 -36.9256 -36.9256 -64.5581 38.7326
27 PULL 1 E 1 NONE 2.26829 13.1105 13.1105 -36.9568 -36.9568 -64.4801 38.0465
27 PULL 1 E 2 NONE 2.21072 13.1563 13.1563 -36.843 -36.843 -64.5413 38.3541
27 PULL 1 E 3 NONE 2.2579 13.1605 13.1605 -36.7704 -36.7704 -63.8053 37.5963
27 PULL 1 E 4 NONE 2.31875 13.1824 13.1824 -36.9149 -36.9149 -64.1452 38.321
28 PULL 1 F 0 NONE 2.51403 13.2075 13.2075 -36.8231 -36.8231 -62.9851 37.0737
28 PULL 1 F 1 NONE 2.53463 13.1911 13.1911 -36.6524 -36.6524 -63.2279 37.7502
28 PULL 1 F 2 NONE 2.42588 13.1768 13.1768 -36.8008 -36.8008 -63.9263 37.0157
28 PULL 1 F 3 NONE 2.4021 13.2099 13.2099 -36.9853 -36.9853 -64.3202 36.2788
28 PULL 1 F 4 NONE 2.3773 13.1784 13.1784 -36.9494 -36.9494 -64.1282 36.6097
29 PULL 1 F 0 NONE 2.76959 13.1014 13.1014 -35.8751 -35.8751 -60.9329 35.0455
29 PULL 1 F 1 NONE 2.56144 13.1435 13.1435 -35.97 -35.97 -61.7342 36.2087
29 PULL 1 F 2 NONE 2.59253 13.2108 13.2108 -36.1954 -36.1954 -61.907 36.4921
29 PULL 1 F 3 NONE 2.50599 13.1836 13.1836 -36.3318 -36.3318 -62.3802 36.4702
29 PULL 1 F 4 NONE 2.57143 13.1138 13.1138 -36.358 -36.358 -62.041 36.6964
30 PULL 1 E 0 NONE 2.70484 13.3124 13.3124 -34.7148 -34.7148 -64.3267 33.9731
30 PULL 1 E 1 NONE 2.62456 13.2832 13.2832 -34.6419 -34.6419 -64.1071 34.1146
30 PULL 1 E 2 NONE 2.74446 13.1377 13.1377 -34.2324 -34.2324 -64.435 34.9431
30 PULL 1 E 3 NONE 2.62055 13.1477 13.1477 -34.2774 -34.2774 -64.6105 34.9969
30 PULL 1 E 4 NONE 2.49653 13.2335 13.2335 -34.4316 -34.4316 -64.2491 35.3189
31 PULL 1 C 0 NONE 3.2302 13.206 13.206 -35.7575 -35.7575 -64.3195 36.9878
31 PULL 1 C 1 NONE 3.12797 13.1222 13.1222 -35.7139 -35.7139 -64.0956 36.6822
31 PULL 1 C 2 NONE 3.04466 13.2276 13.2276 -35.7236 -35.7236 -64.2655 37.1939
31 PULL 1 C 3 NONE 2.93165 13.2586 13.2586 -35.8786 -35.8786 -64.7741 37.1485
31 PULL 1 C 4 NONE 2.9448 13.2237 13.2237 -35.9663 -35.9663 -63.9355 37.3331
32 PULL 1 F 0 NONE 3.13955 13.2069 13.2069 -34.499 -34.499 -64.7525 34.8733
32 PULL 1 F 1 NONE 3.0709 13.1041 13.1041 -34.6484 -34.6484 -64.6709 35.8806
32 PULL 1 F 2 NONE 3.09967 13.1898 13.1898 -34.6129 -34.6129 -64.1815 36.3959
32 PULL 1 F 3 NONE 3.04787 13.1814 13.1814 -34.4086 -34.4086 -64.4704 36.715
32 PULL 1 F 4 NONE 3.06866 13.2099 13.2099 -34.5474 -34.5474 -63.6655 36.3689
33 PULL 1 E 0 NONE 3.48409 12.91 12.91 -32.9583 -32.9583 -63.6372 40.4245
33 PULL 1 E 1 NONE 3.43365 13.0199 13.0199 -32.8292 -32.8292 -63.9798 39.3526
33 PULL 1 E 2 NONE 3.44741 13.0545 13.0545 -32.9407 -32.9407 -64.2231 38.1541
33 PULL 1 E 3 NONE 3.45476 13.068 13.068 -32.8556 -32.8556 -64.6141 37.7873
33 PULL 1 E 4 NONE 3.47268 13.1221 13.1221 -32.9596 -32.9596 -64.401 38.0267
34 PULL 1 D 0 NONE 3.26931 13.1948 13.1948 -34.7101 -34.7101 -64.7633 44.4438
34 PULL 1 D 1 NONE 3.37912 13.161 13.161 -34.5008 -34.5008 -64.5419 43.7561
34 PULL 1 D 2 NONE 3.14703 13.0879 13.0879 -34.5499 -34.5499 -64.5359 43.8082
34 PULL 1 D 3 NONE 3.16389 13.0916 13.0916 -34.4024 -34.4024 -64.8085 43.7926
34 PULL 1 D 4 NONE 3.19635 13.1402 13.1402 -34.4609 -34.4609 -64.7619 43.3916
35 PULL 1 A 0 NONE 3.81412 12.9852 12.9852 -34.7926 -34.7926 -64.0133 43.4576
35 PULL 1 A 1 NONE 3.87023 13.0085 13.0085 -34.7471 -34.7471 -64.3511 42.8663
35 PULL 1 A 2 NONE 3.83451 12.9916 12.9916 -34.9352 -34.9352 -63.9041 43.8445
35 PULL 1 A 3 NONE 4.02883 13.0117 13.0117 -35.0776 -35.0776 -63.7017 45.1775
35 PULL 1 A 4 NONE 4.07651 13.0891 13.0891 -35.1669 -35.1669 -64.0591 45.2298
36 PULL 1 A 0 NONE 4.06134 12.9567 12.9567 -34.7234 -34.7234 -63.4069 46.4296
36 PULL 1 A 1 NONE 3.92424 13.0127 13.0127 -34.7647 -34.7647 -64.252 44.9819
36 PULL 1 A 2 NONE 3.89817 13.0781 13.0781 -34.8129 -34.8129 -63.8818 45.1155
36 PULL 1 A 3 NONE 4.04856 13.1092 13.1092 -34.7247 -34.7247 -64.0786 46.3186
36 PULL 1 A 4 NONE 4.1798 13.1429 13.1429 -34.9387 -34.9387 -64.1725 45.4741
37 PULL 1 A 0 NONE 4.07305 13.013 13.013 -34.4015 -34.4015 -63.5824 44.1745
37 PULL 1 A 1 NONE 4.14618 13.0473 13.0473 -34.457 -34.457 -64.3972 44.6724
37 PULL 1 A 2 NONE 3.97497 13.1485 13.1485 -34.4766 -34.4766 -64.5903 44.4208
37 PULL 1 A 3 NONE 4.03416 12.9909 12.9909 -34.2502 -34.2502 -64.2096 44.9381
37 PULL 1 A 4 NONE 4.06386 12.9897 12.9897 -34.1151 -34.1151 -63.5395 44.1239
38 PULL 1 F 0 NONE 4.08111 12.9837 12.9837 -33.8949 -33.8949 -62.6099 48.4414
38 PULL 1 F 1 NONE 4.03545 12.9304 12.9304 -33.8377 -33.8377 -61.6482 48.5506
38 PULL 1 F 2 NONE 4.1516 12.9397 12.9397 -33.9563 -33.9563 -61.1201 48.5937
38 PULL 1 F 3 NONE 4.18485 12.9172 12.9172 -33.7245 -33.7245 -60.5457 49.5855
38 PULL 1 F 4 NONE 4.19638 12.9011 12.9011 -33.7138 -33.7138 -61.0389 48.6091
39 PULL 1 A 0 NONE 3.92043 13.0472 13.0472 -33.2413 -33.2413 -61.5423 47.6791
39 PULL 1 A 1 NONE 3.86771 12.9988 12.9988 -33.5688 -33.5688 -61.5506 48.0277
39 PULL 1 A 2 NONE 3.87661 12.9896 12.9896 -33.6651 -33.6651 -61.3309 47.2988
39 PULL 1 A 3 NONE 3.89116 13.0209 13.0209 -33.6557 -33.6557 -62.941 46.5765
39 PULL 1 A 4 NONE 3.86657 13.061 13.061 -33.5679 -33.5679 -61.8911 46.1078
40 PULL 1 E 0 NONE 3.89952 13.1098 13.1098 -34.2287 -34.2287 -63.8008 45.5616
40 PULL 1 E 1 NONE 3.96939 13.0824 13.0824 -34.1807 -34.1807 -64.1119 46.3836
40 PULL 1 E 2 NONE 3.99759 12.956 12.956 -34.0546 -34.0546 -63.8313 45.9188
40 PULL 1 E 3 NONE 3.94592 13.0093 13.0093 -34.0035 -34.0035 -64.0941 46.4649
40 PULL 1 E 4 NONE 3.87914 13.0426 13.0426 -33.9688 -33.9688 -64.204 45.7249
41 PULL 1 D 0 NONE 3.98294 13.0193 13.0193 -34.9704 -34.9704 -63.3167 52.8358
41 PULL 1 D 1 NONE 3.89494 13.0895 13.0895 -34.9221 -34.9221 -63.5811 53.2946
41 PULL 1 D 2 NONE 3.84757 13.0642 13.0642 -34.8338 -34.8338 -64.2947 52.2097
41 PULL 1 D 3 NONE 3.93209 12.9758 12.9758 -34.7011 -34.7011 -64.1713 52.0693
41 PULL 1 D 4 NONE 3.88602 13.0421 13.0421 -34.6926 -34.6926 -63.6332 52.0635
42 PULL 1 A 0 NONE 4.1621 12.936 12.936 -33.5767 -33.5767 -63.8114 54.7357
42 PULL 1 A 1 NONE 4.20225 12.7923 12.7923 -33.4312 -33.4312 -63.7112 55.7102
42 PULL 1 A 2 NONE 4.28294 12.8865 12.8865 -33.2406 -33.2406 -64.6252 54.9464
42 PULL 1 A 3 NONE 4.43659 12.9013 12.9013 -33.1097 -33.1097 -63.7516 54.823
42 PULL 1 A 4 NONE 4.3917 13.0157 13.0157 -33.3049 -33.3049 -64.1404 56.1055
43 PULL 1 A 0 NONE 3.8819 13.055 13.055 -33.6702 -33.6702 -64.1516 51.3527
43 PULL 1 A 1 NONE 3.86283 13.0563 13.0563 -33.5066 -33.5066 -64.4382 50.8986
43 PULL 1 A 2 NONE 3.89724 13.1169 13.1169 -33.4442 -33.4442 -63.9971 50.5913
43 PULL 1 A 3 NONE 3.803 13.1042 13.1042 -33.515 -33.515 -64.3943 51.3046
43 PULL 1 A 4 NONE 3.87261 13.0585 13.0585 -33.0922 -33.0922 -63.637 50.1056
44 PULL 1 F 0 NONE 3.69431 12.9554 12.9554 -33.7413 -33.7413 -64.4391 53.7861
44 PULL 1 F 1 NONE 3.75203 12.8428 12.8428 -33.8058 -33.8058 -63.609 55.6929
44 PULL 1 F 2 NONE 3.64842 13.0772 13.0772 -33.9481 -33.9481 -63.9416 54.5767
44 PULL 1 F 3 NONE 3.77447 12.9805 12.9805 -33.9555 -33.9555 -63.6868 54.8023
44 PULL 1 F 4 NONE 3.68041 13.0334 13.0334 -33.9203 -33.9203 -63.7684 56.6562
45 PULL 1 D 0 NONE 4.03219 13.1367 13.1367 -33.0857 -33.0857 -64.5703 58.4198
45 PULL 1 D 1 NONE 4.05025 13.0903 13.0903 -33.0953 -33.0953 -63.7664 57.8138
45 PULL 1 D 2 NONE 4.15473 13.0987 13.0987 -33.2298 -33.2298 -63.9499 56.2405
45 PULL 1 D 3 NONE 4.20256 13.0482 13.0482 -33.265 -33.265 -64.0965 56.3751
45 PULL 1 D 4 NONE 3.9761 13.136 13.136 -33.1506 -33.1506 -64.5213 56.0694
46 PULL 1 B 0 NONE 4.17056 13.1975 13.1975 -33.2026 -33.2026 -64.5433 58.1768
46 PULL 1 B 1 NONE 4.16725 13.2423 13.2423 -33.2483 -33.2483 -64.3925 57.4749
46 PULL 1 B 2 NONE 4.16985 13.1101 13.1101 -32.9934 -32.9934 -64.6959 56.9967
46 PULL 1 B 3 NONE 4.24796 12.9807 12.9807 -33.1393 -33.1393 -64.1924 57.9348
46 PULL 1 B 4 NONE 4.18297 13.0512 13.0512 -33.2268 -33.2268 -64.51 57.6117
47 PULL 1 D 0 NONE 4.04921 13.0909 13.0909 -33.7919 -33.7919 -64.518 54.9463
47 PULL 1 D 1 NONE 3.90194 13.1327 13.1327 -33.8904 -33.8904 -64.1897 56.5054
47 PULL 1 D 2 NONE 3.97251 13.1573 13.1573 -34.0778 -34.0778 -64.3785 57.0421
47 PULL 1 D 3 NONE 3.88108 12.9529 12.9529 -33.9328 -33.9328 -63.6599 57.4295
47 PULL 1 D 4 NONE 3.90761 13.1405 13.1405 -33.8894 -33.8894 -64.3655 56.8937
48 PULL 1 E 0 NONE 4.03317 12.9199 12.9199 -33.2361 -33.2361 -63.2229 51.7804
48 PULL 1 E 1 NONE 3.94679 12.9032 12.9032 -33.3326 -33.3326 -63.2368 51.7833
48 PULL 1 E 2 NONE 4.0085 12.92 12.92 -33.445 -33.445 -63.8485 51.5333
48 PULL 1 E 3 NONE 4.07547 12.9467 12.9467 -33.2335 -33.2335 -63.6205 51.6294
48 PULL 1 E 4 NONE 3.96582 12.972 12.972 -33.3643 -33.3643 -63.603 51.8846
49 PULL 1 C 0 NONE 3.96211 13.0187 13.0187 -33.7105 -33.7105 -63.8011 47.792
49 PULL 1 C 1 NONE 3.92101 13.0907 13.0907 -33.5656 -33.5656 -63.4718 47.859
49 PULL 1 C 2 NONE 3.91726 13.1725 13.1725 -33.5917 -33.5917 -63.5136 48.4125
49 PULL 1 C 3 NONE 3.84825 13.0972 13.0972 -33.7418 -33.7418 -64.0598 47.283
49 PULL 1 C 4 NONE 3.85138 13.1025 13.1025 -33.9936 -33.9936 -63.4216 46.996
50 PULL 1 B 0 NONE 3.89466 13.068 13.068 -34.6609 -34.6609 -63.316 48.523
50 PULL 1 B 1 NONE 3.8273 13.0409 13.0409 -34.568 -34.568 -63.6386 48.9438
50 PULL 1 B 2 NONE 3.78989 13.0113 13.0113 -34.3075 -34.3075 -64.1197 49.1844
50 PULL 1 B 3 NONE 3.70622 12.9934 12.9934 -34.3938 -34.3938 -64.4783 49.0184
50 PULL 1 B 4 NONE 3.70568 13.0839 13.0839 -34.3281 -34.3281 -64.4066 49.6327
51 PULL 1 F 0 NONE 3.80047 12.9892 12.9892 -34.503 -34.503 -63.878 52.358
51 PULL 1 F 1 NONE 3.8882 12.9576 12.9576 -34.4717 -34.4717 -63.5654 53.2578
51 PULL 1 F 2 NONE 3.81128 13.1139 13.1139 -34.3 -34.3 -64.2869 53.325
51 PULL 1 F 3 NONE 3.69163 13.0596 13.0596 -34.2872 -34.2872 -63.9694 53.2126
51 PULL 1 F 4 NONE 3.7534 12.9252 12.9252 -34.3473 -34.3473 -63.8086 52.0923
52 PULL 1 A 0 NONE 3.83515 13.0671 13.0671 -34.2148 -34.2148 -63.7258 50.2096
52 PULL 1 A 1 NONE 3.89333 13.0423 13.0423 -34.0741 -34.0741 -63.2656 50.8172
52 PULL 1 A 2 NONE 3.93832 13.064 13.064 -34.1765 -34.1765 -63.1695 50.3768
52 PULL 1 A 3 NONE 3.98016 13.1051 13.1051 -34.1594 -34.1594 -63.0505 50.0403
