#CYCLE MODE MOVEINDEX MOVE FRAME RMSD_ALL RMSD_FOLDED RGYR_ALL RGYR_FOLDED Z_ALL Z_FOLDED Z_NTER THET
6 PULL 1 E 2 NONE 2.57149 13.0589 13.0589 -40.5797 -40.5797 -58.0816 27.5409
6 PULL 1 E 3 NONE 2.59261 13.0834 13.0834 -40.4696 -40.4696 -58.8967 28.1697
6 PULL 1 E 4 NONE 2.51953 13.1164 13.1164 -40.4082 -40.4082 -59.7943 26.7139
7 PULL 1 B 0 NONE 2.26682 13.2632 13.2632 -41.2268 -41.2268 -65.6929 26.1146
7 PULL 1 B 1 NONE 2.287 13.2904 13.2904 -41.1166 -41.1166 -65.5717 25.5445
7 PULL 1 B 2 NONE 2.37627 13.1868 13.1868 -40.8461 -40.8461 -64.8364 27.4741
7 PULL 1 B 3 NONE 2.34772 13.2655 13.2655 -40.7726 -40.7726 -65.0275 27.104
7 PULL 1 B 4 NONE 2.25333 13.2138 13.2138 -40.7081 -40.7081 -65.216 26.3362
8 PULL 1 B 0 NONE 2.1423 13.2939 13.2939 -40.2969 -40.2969 -64.8927 29.0914
8 PULL 1 B 1 NONE 2.32431 13.3467 13.3467 -40.2662 -40.2662 -64.6166 28.711
8 PULL 1 B 2 NONE 2.35105 13.2966 13.2966 -40.2389 -40.2389 -65.3378 29.353
8 PULL 1 B 3 NONE 2.19498 13.4301 13.4301 -40.2552 -40.2552 -65.9209 30.8094
8 PULL 1 B 4 NONE 2.03745 13.3389 13.3389 -40.4204 -40.4204 -66.119 29.1449
9 PULL 1 E 0 NONE 2.62018 13.2435 13.2435 -40.8151 -40.8151 -65.4293 27.9481
9 PULL 1 E 1 NONE 2.61273 13.2009 13.2009 -40.6276 -40.6276 -65.7494 29.0056
9 PULL 1 E 2 NONE 2.63922 13.1949 13.1949 -40.7884 -40.7884 -65.4446 29.7759
9 PULL 1 E 3 NONE 2.63233 13.0411 13.0411 -40.7982 -40.7982 -65.0426 30.3278
9 PULL 1 E 4 NONE 2.49333 13.2437 13.2437 -40.8198 -40.8198 -66.0948 30.0033
10 PULL 1 F 0 NONE 2.5282 13.1033 13.1033 -39.7511 -39.7511 -60.6656 20.6075
10 PULL 1 F 1 NONE 2.66773 13.0746 13.0746 -39.5295 -39.5295 -60.4925 21.2995
10 PULL 1 F 2 NONE 2.78464 13.037 13.037 -39.8214 -39.8214 -61.0008 22.3154
10 PULL 1 F 3 NONE 2.66473 12.9595 12.9595 -39.787 -39.787 -60.6169 21.57
10 PULL 1 F 4 NONE 2.68677 13.0869 13.0869 -39.7048 -39.7048 -59.8793 21.2668
11 PULL 1 D 0 NONE 2.56044 12.9254 12.9254 -38.6874 -38.6874 -62.4033 17.9472
11 PULL 1 D 1 NONE 2.45577 13.0373 13.0373 -38.6307 -38.6307 -62.8726 17.9334
11 PULL 1 D 2 NONE 2.58768 13.0399 13.0399 -38.4533 -38.4533 -61.4872 18.6848
11 PULL 1 D 3 NONE 2.61931 13.0194 13.0194 -38.3022 -38.3022 -61.3181 18.2821
11 PULL 1 D 4 NONE 2.60562 13.0625 13.0625 -38.3385 -38.3385 -61.4397 18.4864
12 PULL 1 F 0 NONE 2.56993 13.0227 13.0227 -37.3378 -37.3378 -61.9222 19.1293
12 PULL 1 F 1 NONE 2.77068 12.9288 12.9288 -37.4584 -37.4584 -60.1112 17.8161
12 PULL 1 F 2 NONE 2.5957 12.976 12.976 -37.3393 -37.3393 -61.8461 18.4785
12 PULL 1 F 3 NONE 2.54754 13.0284 13.0284 -37.4617 -37.4617 -62.4779 18.3489
12 PULL 1 F 4 NONE 2.45536 12.9222 12.9222 -37.6683 -37.6683 -62.629 18.8048
13 PULL 1 F 0 NONE 2.34626 13.0764 13.0764 -36.6907 -36.6907 -64.1376 19.6944
13 PULL 1 F 1 NONE 2.30678 12.9886 12.9886 -36.5622 -36.5622 -64.1989 19.8154
13 PULL 1 F 2 NONE 2.32214 13.0421 13.0421 -36.7314 -36.7314 -63.4097 19.8349
13 PULL 1 F 3 NONE 2.36728 13.1683 13.1683 -36.7642 -36.7642 -62.9744 19.148
13 PULL 1 F 4 NONE 2.53158 13.1358 13.1358 -36.9255 -36.9255 -61.1957 19.6291
14 PULL 1 A 0 NONE 2.42103 13.0977 13.0977 -36.8734 -36.8734 -62.8614 15.765
14 PULL 1 A 1 NONE 2.49806 13.0847 13.0847 -37.1398 -37.1398 -62.5706 15.6083
14 PULL 1 A 2 NONE 2.35749 13.095 13.095 -37.1634 -37.1634 -63.6752 16.2953
14 PULL 1 A 3 NONE 2.38656 13.0788 13.0788 -37.3025 -37.3025 -63.9462 17.0165
14 PULL 1 A 4 NONE 2.41021 13.0419 13.0419 -37.2454 -37.2454 -62.5234 16.3856
15 PULL 1 A 0 NONE 2.55433 13.0952 13.0952 -35.1321 -35.1321 -62.5126 14.1567
15 PULL 1 A 1 NONE 2.53418 13.0986 13.0986 -35.3612 -35.3612 -62.4762 14.0712
15 PULL 1 A 2 NONE 2.53823 13.0595 13.0595 -35.4945 -35.4945 -63.7791 15.4749
15 PULL 1 A 3 NONE 2.64413 13.0337 13.0337 -35.5388 -35.5388 -62.7904 14.8469
15 PULL 1 A 4 NONE 2.67068 12.9328 12.9328 -35.5585 -35.5585 -62.2172 14.1992
16 PULL 1 C 0 NONE 2.74431 12.9915 12.9915 -34.5179 -34.5179 -60.7164 23.7669
16 PULL 1 C 1 NONE 2.61116 13.0225 13.0225 -34.6413 -34.6413 -62.6896 23.0685
16 PULL 1 C 2 NONE 2.61741 13.0202 13.0202 -34.6964 -34.6964 -62.0338 21.9505
16 PULL 1 C 3 NONE 2.70117 13.0037 13.0037 -34.6189 -34.6189 -61.5586 22.4074
16 PULL 1 C 4 NONE 2.67852 12.981 12.981 -34.7473 -34.7473 -61.9774 22.4303
17 PULL 1 C 0 NONE 2.4831 13.1623 13.1623 -34.0638 -34.0638 -62.9042 16.9335
17 PULL 1 C 1 NONE 2.35478 13.1131 13.1131 -34.1597 -34.1597 -63.4534 16.5719
17 PULL 1 C 2 NONE 2.40696 13.2165 13.2165 -34.0443 -34.0443 -65.1088 16.5973
17 PULL 1 C 3 NONE 2.49665 13.1262 13.1262 -33.9655 -33.9655 -63.744 16.8764
17 PULL 1 C 4 NONE 2.46496 13.194 13.194 -34.0013 -34.0013 -63.0753 16.6641
18 PULL 1 A 0 NONE 2.3982 13.0874 13.0874 -33.6611 -33.6611 -62.7288 19.7946
18 PULL 1 A 1 NONE 2.41584 12.8793 12.8793 -33.7521 -33.7521 -61.8883 19.1049
18 PULL 1 A 2 NONE 2.37382 13.0212 13.0212 -33.7938 -33.7938 -61.443 19.9333
18 PULL 1 A 3 NONE 2.47821 13.0664 13.0664 -33.706 -33.706 -60.7912 20.1526
18 PULL 1 A 4 NONE 2.49341 12.9665 12.9665 -33.5084 -33.5084 -59.5459 20.2837
19 PULL 1 A 0 NONE 2.54922 13.0061 13.0061 -34.7099 -34.7099 -61.8333 19.2076
19 PULL 1 A 1 NONE 2.61369 12.9176 12.9176 -34.8899 -34.8899 -61.8326 19.5479
19 PULL 1 A 2 NONE 2.66963 12.9316 12.9316 -34.9915 -34.9915 -61.9013 19.933
19 PULL 1 A 3 NONE 2.67829 12.9629 12.9629 -34.8236 -34.8236 -61.4607 20.2301
19 PULL 1 A 4 NONE 2.76711 12.8881 12.8881 -34.9808 -34.9808 -61.267 19.4981
20 PULL 1 B 0 NONE 2.60622 13.0202 13.0202 -35.6849 -35.6849 -61.4515 24.0068
20 PULL 1 B 1 NONE 2.54356 13.0641 13.0641 -35.6725 -35.6725 -60.816 25.388
20 PULL 1 B 2 NONE 2.47737 13.0966 13.0966 -35.7434 -35.7434 -62.8244 25.5266
20 PULL 1 B 3 NONE 2.49411 13.1121 13.1121 -35.7125 -35.7125 -62.6301 25.1921
20 PULL 1 B 4 NONE 2.5097 13.0832 13.0832 -35.5301 -35.5301 -62.9595 24.2986
21 PULL 1 F 0 NONE 2.73344 12.9823 12.9823 -35.7458 -35.7458 -60.0833 18.0815
21 PULL 1 F 1 NONE 2.75784 13.1057 13.1057 -35.6149 -35.6149 -61.1987 18.1076
21 PULL 1 F 2 NONE 2.72474 13.1664 13.1664 -35.576 -35.576 -61.6171 17.235
21 PULL 1 F 3 NONE 2.72183 13.1683 13.1683 -35.3419 -35.3419 -61.964 15.7339
21 PULL 1 F 4 NONE 2.7465 13.142 13.142 -35.1719 -35.1719 -61.4688 16.1022
22 PULL 1 B 0 NONE 2.55283 13.0209 13.0209 -35.8793 -35.8793 -61.0365 14.3013
22 PULL 1 B 1 NONE 2.54825 13.0566 13.0566 -35.7632 -35.7632 -62.078 14.3089
22 PULL 1 B 2 NONE 2.6174 12.9525 12.9525 -35.7045 -35.7045 -60.286 12.9278
22 PULL 1 B 3 NONE 2.39771 13.0979 13.0979 -35.563 -35.563 -63.3391 13.4891
22 PULL 1 B 4 NONE 2.43008 12.9851 12.9851 -35.7348 -35.7348 -62.532 13.4857
23 PULL 1 E 0 NONE 2.65279 13.156 13.156 -35.6534 -35.6534 -64.312 17.5122
23 PULL 1 E 1 NONE 2.57652 13.1638 13.1638 -35.8465 -35.8465 -64.5789 17.3319
23 PULL 1 E 2 NONE 2.43742 13.2018 13.2018 -35.9098 -35.9098 -63.7508 18.5287
23 PULL 1 E 3 NONE 2.27174 13.1718 13.1718 -35.7484 -35.7484 -64.0595 18.8554
23 PULL 1 E 4 NONE 2.36461 13.144 13.144 -35.9236 -35.9236 -63.7016 16.9245
24 PULL 1 F 0 NONE 2.7319 13.0676 13.0676 -36.3246 -36.3246 -61.8491 20.846
24 PULL 1 F 1 NONE 2.71426 13.0496 13.0496 -36.3804 -36.3804 -61.6611 20.4196
24 PULL 1 F 2 NONE 2.5927 13.0673 13.0673 -36.252 -36.252 -62.3642 21.5973
24 PULL 1 F 3 NONE 2.64514 13.0754 13.0754 -36.2968 -36.2968 -60.7032 19.9229
24 PULL 1 F 4 NONE 2.74965 13.0889 13.0889 -36.383 -36.383 -59.4082 20.1985
25 PULL 1 A 0 NONE 2.54644 13.0413 13.0413 -35.7411 -35.7411 -61.8946 13.2024
25 PULL 1 A 1 NONE 2.56185 13.0415 13.0415 -35.7556 -35.7556 -61.7774 13.7522
25 PULL 1 A 2 NONE 2.58234 13.0983 13.0983 -35.3779 -35.3779 -62.929 14.3995
25 PULL 1 A 3 NONE 2.66896 13.0218 13.0218 -35.2333 -35.2333 -62.2551 14.3087
25 PULL 1 A 4 NONE 2.67561 12.9813 12.9813 -35.4052 -35.4052 -62.855 12.9873
26 PULL 1 C 0 NONE 2.37045 13.0971 13.0971 -33.5097 -33.5097 -64.5487 28.1907
26 PULL 1 C 1 NONE 2.44748 13.0967 13.0967 -33.7337 -33.7337 -64.1485 28.386
26 PULL 1 C 2 NONE 2.35985 13.0618 13.0618 -33.8224 -33.8224 -64.512 26.7164
26 PULL 1 C 3 NONE 2.30881 13.005 13.005 -33.7149 -33.7149 -64.3392 27.5335
26 PULL 1 C 4 NONE 2.34937 13.0263 13.0263 -33.7443 -33.7443 -64.4052 27.8422
27 PULL 1 D 0 NONE 2.79637 13.1739 13.1739 -31.9632 -31.9632 -64.9102 21.38
27 PULL 1 D 1 NONE 2.70555 13.1627 13.1627 -31.8567 -31.8567 -64.8844 20.1561
27 PULL 1 D 2 NONE 2.66134 13.0966 13.0966 -31.8952 -31.8952 -64.1805 21.0621
27 PULL 1 D 3 NONE 2.4765 13.1293 13.1293 -31.9578 -31.9578 -64.5756 21.7879
27 PULL 1 D 4 NONE 2.37098 13.0396 13.0396 -32.0517 -32.0517 -65.048 22.5773
28 PULL 1 B 0 NONE 2.54287 13.0933 13.0933 -31.9213 -31.9213 -64.3002 21.8342
28 PULL 1 B 1 NONE 2.3351 13.125 13.125 -31.756 -31.756 -64.3587 21.7563
28 PULL 1 B 2 NONE 2.33088 13.1572 13.1572 -31.7356 -31.7356 -64.5748 22.7666
28 PULL 1 B 3 NONE 2.32364 13.084 13.084 -31.9121 -31.9121 -65.0001 23.3982
28 PULL 1 B 4 NONE 2.23375 13.183 13.183 -31.7478 -31.7478 -65.0708 23.2707
29 PULL 1 B 0 NONE 2.05464 13.0117 13.0117 -31.2432 -31.2432 -64.2047 25.6839
29 PULL 1 B 1 NONE 2.14747 13 13 -31.4684 -31.4684 -65.1767 27.201
29 PULL 1 B 2 NONE 2.08598 13.0484 13.0484 -31.4702 -31.4702 -64.8371 27.6265
29 PULL 1 B 3 NONE 2.17944 13.0649 13.0649 -31.3751 -31.3751 -63.9166 27.4135
29 PULL 1 B 4 NONE 2.19619 13.0201 13.0201 -31.3016 -31.3016 -64.1547 27.2545
30 PULL 1 D 0 NONE 2.17558 13.0921 13.0921 -31.2386 -31.2386 -63.767 30.8614
30 PULL 1 D 1 NONE 2.24146 13.0656 13.0656 -31.3654 -31.3654 -64.2316 30.8888
30 PULL 1 D 2 NONE 2.18474 13.0501 13.0501 -31.4908 -31.4908 -64.8257 30.6336
30 PULL 1 D 3 NONE 2.22383 13.131 13.131 -31.7878 -31.7878 -65.2017 30.9917
30 PULL 1 D 4 NONE 2.30504 13.1103 13.1103 -31.8182 -31.8182 -65.2229 32.0001
31 PULL 1 C 0 NONE 2.54863 12.9766 12.9766 -31.0211 -31.0211 -62.5104 33.3668
31 PULL 1 C 1 NONE 2.50394 12.9452 12.9452 -31.1336 -31.1336 -62.2587 32.8184
31 PULL 1 C 2 NONE 2.38991 12.976 12.976 -31.001 -31.001 -62.0419 32.4649
31 PULL 1 C 3 NONE 2.44573 13.0356 13.0356 -31.0982 -31.0982 -62.8107 32.7946
31 PULL 1 C 4 NONE 2.35054 13.0052 13.0052 -30.9931 -30.9931 -63.4223 35.1017
32 PULL 1 A 0 NONE 2.42995 13.0521 13.0521 -31.4528 -31.4528 -65.3809 42.7229
32 PULL 1 A 1 NONE 2.34761 12.935 12.935 -31.4215 -31.4215 -65.9171 42.0707
32 PULL 1 A 2 NONE 2.46594 12.9941 12.9941 -31.2268 -31.2268 -65.1027 40.995
32 PULL 1 A 3 NONE 2.50738 12.8783 12.8783 -31.3663 -31.3663 -65.06 41.8443
32 PULL 1 A 4 NONE 2.5311 12.8981 12.8981 -31.2681 -31.2681 -64.674 42.2582
33 PULL 1 B 0 NONE 2.50993 13.0792 13.0792 -30.4467 -30.4467 -63.6893 48.251
33 PULL 1 B 1 NONE 2.41436 13.0213 13.0213 -30.5463 -30.5463 -63.7914 47.4361
33 PULL 1 B 2 NONE 2.39576 13.0994 13.0994 -30.5455 -30.5455 -64.2185 47.0235
33 PULL 1 B 3 NONE 2.52568 12.9632 12.9632 -30.2854 -30.2854 -64.2996 46.3163
33 PULL 1 B 4 NONE 2.57319 13.0472 13.0472 -30.1216 -30.1216 -63.9527 47.7499
34 PULL 1 A 0 NONE 2.58219 13.0709 13.0709 -31.0388 -31.0388 -64.3147 42.9125
34 PULL 1 A 1 NONE 2.48021 13.1439 13.1439 -31.0088 -31.0088 -64.6449 42.9908
34 PULL 1 A 2 NONE 2.57196 13.0651 13.0651 -30.9202 -30.9202 -64.5376 43.3097
34 PULL 1 A 3 NONE 2.57561 13.0146 13.0146 -30.7091 -30.7091 -64.2677 45.4374
34 PULL 1 A 4 NONE 2.41632 13.2076 13.2076 -30.4545 -30.4545 -64.7059 46.4496
35 PULL 1 E 0 NONE 2.24068 13.114 13.114 -31.0111 -31.0111 -64.477 44.2626
35 PULL 1 E 1 NONE 2.28811 13.0808 13.0808 -31.0596 -31.0596 -64.1264 44.4782
35 PULL 1 E 2 NONE 2.15366 13.0891 13.0891 -30.9283 -30.9283 -64.822 43.3375
35 PULL 1 E 3 NONE 2.08006 13.1012 13.1012 -30.854 -30.854 -64.9036 44.7359
35 PULL 1 E 4 NONE 2.27851 13.1227 13.1227 -30.6926 -30.6926 -64.5086 45.4588
36 PULL 1 D 0 NONE 2.29742 12.9484 12.9484 -30.9795 -30.9795 -64.477 46.012
36 PULL 1 D 1 NONE 2.39693 12.9901 12.9901 -31.0707 -31.0707 -63.9149 45.8858
36 PULL 1 D 2 NONE 2.41759 12.9414 12.9414 -31.2084 -31.2084 -63.8232 43.3979
36 PULL 1 D 3 NONE 2.4674 12.9667 12.9667 -31.2868 -31.2868 -64.1145 43.9392
36 PULL 1 D 4 NONE 2.51471 12.9462 12.9462 -31.2138 -31.2138 -63.7224 45.0658
37 PULL 1 F 0 NONE 2.30373 13.1707 13.1707 -31.7137 -31.7137 -65.5303 52.7781
37 PULL 1 F 1 NONE 2.40721 13.0091 13.0091 -31.5049 -31.5049 -64.9528 54.1475
37 PULL 1 F 2 NONE 2.4016 13.017 13.017 -31.2485 -31.2485 -64.8 53.2144
37 PULL 1 F 3 NONE 2.36189 13.0709 13.0709 -31.2679 -31.2679 -64.8462 52.2781
37 PULL 1 F 4 NONE 2.26881 13.1433 13.1433 -31.144 -31.144 -64.3992 52.603
38 PULL 1 B 0 NONE 2.49284 13.0955 13.0955 -31.1401 -31.1401 -62.3123 43.7659
38 PULL 1 B 1 NONE 2.51914 13.1104 13.1104 -31.0749 -31.0749 -61.7665 44.2738
38 PULL 1 B 2 NONE 2.43301 13.1166 13.1166 -31.2541 -31.2541 -61.3387 43.5835
38 PULL 1 B 3 NONE 2.46391 13.1063 13.1063 -31.1602 -31.1602 -61.9159 43.1226
38 PULL 1 B 4 NONE 2.44335 13.1458 13.1458 -30.8235 -30.8235 -61.522 41.8768
39 PULL 1 F 0 NONE 2.17558 13.1142 13.1142 -30.8276 -30.8276 -65.4992 44.5438
39 PULL 1 F 1 NONE 2.17681 13.066 13.066 -30.8431 -30.8431 -64.6343 46.0458
39 PULL 1 F 2 NONE 2.24232 13.047 13.047 -30.8864 -30.8864 -64.7946 46.1645
39 PULL 1 F 3 NONE 2.32262 13.0279 13.0279 -31.0018 -31.0018 -64.5594 45.3855
39 PULL 1 F 4 NONE 2.41767 12.9729 12.9729 -31.0447 -31.0447 -64.5718 45.7611
40 PULL 1 D 0 NONE 2.47495 13.0256 13.0256 -30.7613 -30.7613 -64.7961 47.5744
40 PULL 1 D 1 NONE 2.40785 13.0103 13.0103 -30.7053 -30.7053 -64.8721 47.96
40 PULL 1 D 2 NONE 2.40713 13.0694 13.0694 -30.5425 -30.5425 -65.1882 48.138
40 PULL 1 D 3 NONE 2.4479 13.1352 13.1352 -30.4868 -30.4868 -65.1958 48.1256
40 PULL 1 D 4 NONE 2.42028 13.0059 13.0059 -30.2989 -30.2989 -64.685 46.9944
41 PULL 1 F 0 NONE 2.49541 13.024 13.024 -31.0519 -31.0519 -64.3822 49.2204
41 PULL 1 F 1 NONE 2.46616 13.0633 13.0633 -31.1033 -31.1033 -64.6098 48.4794
41 PULL 1 F 2 NONE 2.57181 13.0217 13.0217 -31.1677 -31.1677 -64.6389 51.1251
41 PULL 1 F 3 NONE 2.47935 13.1 13.1 -31.2436 -31.2436 -65.1523 49.93
41 PULL 1 F 4 NONE 2.41522 13.0589 13.0589 -31.2689 -31.2689 -65.3136 48.1248
42 PULL 1 B 0 NONE 2.47052 13.1063 13.1063 -31.0321 -31.0321 -63.5861 43.138
42 PULL 1 B 1 NONE 2.43335 13.0914 13.0914 -31.144 -31.144 -64.082 43.9279
42 PULL 1 B 2 NONE 2.33997 13.2217 13.2217 -31.1179 -31.1179 -64.6395 43.1045
42 PULL 1 B 3 NONE 2.3659 13.1836 13.1836 -31.2757 -31.2757 -64.8816 43.8902
42 PULL 1 B 4 NONE 2.41078 12.9998 12.9998 -31.093 -31.093 -64.573 43.9427
43 PULL 1 B 0 NONE 2.44795 13.1806 13.1806 -30.3314 -30.3314 -63.3489 49.8164
43 PULL 1 B 1 NONE 2.36047 13.2547 13.2547 -30.33 -30.33 -63.722 49.5941
43 PULL 1 B 2 NONE 2.34093 13.3047 13.3047 -30.3192 -30.3192 -64.1691 50.2731
43 PULL 1 B 3 NONE 2.29546 13.1371 13.1371 -30.2165 -30.2165 -63.1213 51.0254
43 PULL 1 B 4 NONE 2.26069 13.1637 13.1637 -30.2245 -30.2245 -63.8393 49.4179
44 PULL 1 E 0 NONE 2.56643 13.0794 13.0794 -30.5079 -30.5079 -64.6512 46.9667
44 PULL 1 E 1 NONE 2.45463 13.1081 13.1081 -30.6591 -30.6591 -63.9673 47.8864
44 PULL 1 E 2 NONE 2.49604 13.0627 13.0627 -30.4187 -30.4187 -64.9191 47.0183
44 PULL 1 E 3 NONE 2.49327 13.1945 13.1945 -30.3292 -30.3292 -64.5422 46.5022
44 PULL 1 E 4 NONE 2.44733 13.1868 13.1868 -30.408 -30.408 -65.7699 47.3659
45 PULL 1 A 0 NONE 2.62142 13.0121 13.0121 -30.2847 -30.2847 -64.5164 46.5006
45 PULL 1 A 1 NONE 2.6484 12.9089 12.9089 -30.2598 -30.2598 -64.2344 47.1846
45 PULL 1 A 2 NONE 2.65297 12.9273 12.9273 -30.4561 -30.4561 -64.4654 48.0233
45 PULL 1 A 3 NONE 2.70203 12.9446 12.9446 -30.5837 -30.5837 -63.9559 46.8726
45 PULL 1 A 4 NONE 2.60406 13.0068 13.0068 -30.5222 -30.5222 -64.6573 46.4638
46 PULL 1 C 0 NONE 2.80829 13.118 13.118 -29.7765 -29.7765 -65.7154 45.0093
46 PULL 1 C 1 NONE 2.88699 13.0917 13.0917 -29.6533 -29.6533 -65.6112 45.7225
46 PULL 1 C 2 NONE 2.82307 13.1008 13.1008 -29.564 -29.564 -65.7078 45.8613
46 PULL 1 C 3 NONE 2.88221 12.9892 12.9892 -29.6785 -29.6785 -65.277 45.5798
46 PULL 1 C 4 NONE 2.97044 13.0066 13.0066 -29.5441 -29.5441 -64.6672 46.6249
47 PULL 1 D 0 NONE 2.81773 13.0217 13.0217 -30.2456 -30.2456 -65.4475 44.9871
47 PULL 1 D 1 NONE 2.90191 12.946 12.946 -30.022 -30.022 -65.6948 43.6716
47 PULL 1 D 2 NONE 2.95043 13.0014 13.0014 -30.0498 -30.0498 -65.7384 43.574
47 PULL 1 D 3 NONE 3.01425 13.0824 13.0824 -30.028 -30.028 -64.9961 44.7613
47 PULL 1 D 4 NONE 3.07633 12.9419 12.9419 -30.1934 -30.1934 -65.0482 43.4729
48 PULL 1 D 0 NONE 2.67981 13.0626 13.0626 -29.1857 -29.1857 -65.534 34.9194
48 PULL 1 D 1 NONE 2.71697 13.1259 13.1259 -29.1393 -29.1393 -65.4457 35.6602
48 PULL 1 D 2 NONE 2.61675 13.2181 13.2181 -29.2571 -29.2571 -65.7631 35.7576
48 PULL 1 D 3 NONE 2.69716 13.1349 13.1349 -29.23 -29.23 -65.7036 35.9659
48 PULL 1 D 4 NONE 2.64266 13.1297 13.1297 -29.2652 -29.2652 -65.4622 35.6066
49 PULL 1 D 0 NONE 2.91087 13.0507 13.0507 -28.9986 -28.9986 -65.322 36.2033
49 PULL 1 D 1 NONE 2.90386 13.001 13.001 -29.1486 -29.1486 -65.1957 34.6683
49 PULL 1 D 2 NONE 2.88928 13.0076 13.0076 -29.2128 -29.2128 -64.934 36.0169
49 PULL 1 D 3 NONE 2.81811 12.9659 12.9659 -29.1099 -29.1099 -64.3672 35.5986
49 PULL 1 D 4 NONE 2.87676 13.0349 13.0349 -29.2359 -29.2359 -64.1073 37.0538
50 PULL 1 B 0 NONE 2.76081 13.0013 13.0013 -29.1681 -29.1681 -65.0279 52.4351
50 PULL 1 B 1 NONE 2.77916 13.0643 13.0643 -28.999 -28.999 -65.0571 52.3953
50 PULL 1 B 2 NONE 2.65507 13.0693 13.0693 -29.0651 -29.0651 -64.4536 50.9035
50 PULL 1 B 3 NONE 2.6172 13.0595 13.0595 -29.1195 -29.1195 -64.0027 50.9687
50 PULL 1 B 4 NONE 2.70458 12.9559 12.9559 -28.8519 -28.8519 -64.0036 51.0528
51 PULL 1 E 0 NONE 2.91402 13.0398 13.0398 -29.7644 -29.7644 -64.1586 49.1399
51 PULL 1 E 1 NONE 2.8613 13.1264 13.1264 -29.6133 -29.6133 -65.2211 48.706
51 PULL 1 E 2 NONE 2.8762 13.1142 13.1142 -29.5861 -29.5861 -65.0923 49.7341
51 PULL 1 E 3 NONE 2.88056 13.0868 13.0868 -29.5316 -29.5316 -65.6515 51.1384
51 PULL 1 E 4 NONE 3.0049 13.0813 13.0813 -29.7828 -29.7828 -65.4805 50.2511
52 PULL 1 B 0 NONE 2.93071 13.1145 13.1145 -29.1186 -29.1186 -63.5669 46.5889
52 PULL 1 B 1 NONE 3.02388 13.0514 13.0514 -29.0053 -29.0053 -63.4594 46.8738
52 PULL 1 B 2 NONE 3.07262 13.1321 13.1321 -28.8112 -28.8112 -63.1257 46.4444
52 PULL 1 B 3 NONE 3.01717 13.0611 13.0611 -28.8514 -28.8514 -62.7501 46.5862
