NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
301739,log10(M),-4.6,Central Nervous System,SNB-75,12,5,-7.85,9,12
301739,log10(M),-4.6,Central Nervous System,SNB-78,12,6,-6.691,5,12
301739,log10(M),-4.6,Central Nervous System,U251,12,9,-8.041,11,12
301739,log10(M),-4.6,Central Nervous System,XF 498,12,17,-7.866,8,12
301739,log10(M),-4.6,Melanoma,LOX IMVI,10,1,-7.686,12,12
301739,log10(M),-4.6,Melanoma,MALME-3M,10,2,-6.921,11,12
301739,log10(M),-4.6,Melanoma,M14,10,14,-6.927,4,12
301739,log10(M),-4.6,Melanoma,MDA-MB-435,5,11,-6.327,2,12
301739,log10(M),-4.6,Melanoma,MDA-N,5,12,-6.631,3,12
301739,log10(M),-4.6,Melanoma,M19-MEL,10,16,-7.039,7,12
301739,log10(M),-4.6,Melanoma,SK-MEL-2,10,5,-6.41,8,12
301739,log10(M),-4.6,Melanoma,SK-MEL-28,10,8,-6.33,12,12
301739,log10(M),-4.6,Melanoma,SK-MEL-5,10,7,-7.258,9,12
301739,log10(M),-4.6,Melanoma,UACC-257,10,21,-5.724,10,12
301739,log10(M),-4.6,Melanoma,UACC-62,10,20,-7.413,12,12
301739,log10(M),-4.6,Ovarian,IGROV1,6,10,-6.733,10,12
301739,log10(M),-4.6,Ovarian,OVCAR-3,6,1,-6.545,10,12
301739,log10(M),-4.6,Ovarian,OVCAR-4,6,2,-6.48,8,12
301739,log10(M),-4.6,Ovarian,OVCAR-5,6,3,-6.512,10,12
301739,log10(M),-4.6,Ovarian,OVCAR-8,6,5,-7.435,12,12
301739,log10(M),-4.6,Ovarian,NCI/ADR-RES,5,2,-5.414,12,12
301739,log10(M),-4.6,Ovarian,SK-OV-3,6,11,-7.367,10,12
301739,log10(M),-4.6,Renal,786-0,9,18,-7.667,3,12
301739,log10(M),-4.6,Renal,A498,9,13,-7.208,10,12
301739,log10(M),-4.6,Renal,ACHN,9,23,-7.941,4,12
301739,log10(M),-4.6,Renal,CAKI-1,9,15,-8.046,10,12
301739,log10(M),-4.6,Renal,RXF 393,9,16,-7.186,12,12
301739,log10(M),-4.6,Renal,SN12C,9,8,-8.106,10,12
301739,log10(M),-4.6,Renal,SN12K1,9,10,-8.276,6,12
301739,log10(M),-4.6,Renal,TK-10,9,24,-6.374,4,12
301739,log10(M),-4.6,Renal,UO-31,9,4,-6.523,9,12
301739,log10(M),-4.6,Leukemia,P388,7,1,-8.45,5,12
301739,log10(M),-4.6,Leukemia,P388/ADR,7,2,-7.653,5,12
301739,log10(M),-4.6,Prostate,PC-3,11,1,-6.85,4,12
301739,log10(M),-4.6,Prostate,DU-145,11,3,-7.472,4,12
301739,log10(M),-4.6,Breast,MCF7,5,1,-8.371,11,12
301739,log10(M),-4.6,Breast,MDA-MB-231/ATCC,5,5,-6.696,4,12
301739,log10(M),-4.6,Breast,HS 578T,5,6,-7.032,3,12
301739,log10(M),-4.6,Breast,BT-549,5,13,-7.153,3,12
301739,log10(M),-4.6,Breast,T-47D,5,14,-7.202,4,12
