NSC,ConcentrationUnit,LogHighConc,CellPanelName,CellLineName,CellPanelNbr,CellLineNbr,logValue,NumTestsNSCCellLine,NumofExp
109724,log10(M),-3.3,Renal,786-0,9,18,-3.369,16,47
109724,log10(M),-3.3,Renal,A498,9,13,-3.369,30,47
109724,log10(M),-3.3,Renal,ACHN,9,23,-3.32,17,47
109724,log10(M),-3.3,Renal,CAKI-1,9,15,-3.542,44,47
109724,log10(M),-3.3,Renal,RXF 393,9,16,-3.425,40,47
109724,log10(M),-3.3,Renal,RXF-631,9,17,-3.301,10,47
109724,log10(M),-3.3,Renal,SN12C,9,8,-3.411,41,47
109724,log10(M),-3.3,Renal,SN12K1,9,10,-3.431,27,47
109724,log10(M),-3.3,Renal,TK-10,9,24,-3.327,19,47
109724,log10(M),-3.3,Renal,UO-31,9,4,-3.413,44,47
109724,log10(M),-3.3,Leukemia,P388,7,1,-3.635,21,47
109724,log10(M),-3.3,Leukemia,P388/ADR,7,2,-3.668,23,47
109724,log10(M),-3.3,Prostate,PC-3,11,1,-3.301,4,47
109724,log10(M),-3.3,Prostate,DU-145,11,3,-3.301,4,47
109724,log10(M),-3.3,Breast,MCF7,5,1,-3.379,27,47
109724,log10(M),-3.3,Breast,MDA-MB-231/ATCC,5,5,-3.301,4,47
109724,log10(M),-3.3,Breast,HS 578T,5,6,-3.301,4,47
109724,log10(M),-3.3,Breast,BT-549,5,13,-3.301,3,47
109724,log10(M),-3.3,Breast,T-47D,5,14,-3.301,3,47
109724,log10(M),-3.3,Non-Small Cell Lung,SW-1573,1,31,-3.301,1,47
109724,log10(M),-3.3,Colon,COLO 741,4,19,-3.301,1,47
109724,log10(M),-3.3,Colon,CXF 264L,4,20,-3.301,1,47
109724,log10(M),-3.3,Colon,COLO 746,4,21,-3.301,1,47
109724,log10(M),-3.3,Breast,UISO-BCA-1,5,7,-3.301,1,47
109724,log10(M),-3.3,Renal,SW-156,9,19,-3.301,1,47
109724,log10(M),-3.3,Renal,TK-164,9,20,-3.301,1,47
109724,log10(M),-3.3,Melanoma,MEXF 514L,10,22,-3.301,1,47
109724,log10(M),-3.3,LYM,HT,24,2,-5.301,2,47
109724,log10(M),-3.3,LYM,RL,24,6,-7.301,1,47
109724,log10(M),-3.3,LYM,DB,24,7,-4.025,2,47
